거래일자,거래번호,원번호,거래종류,종목명,수량,단가,거래금액,입출금액,예수금,유가잔고,수수료,제세금합,외화거래금액,외화입출금액,외화예수금,외화유가증권,미수발생금액,미수변제금액,통화코드,상대기관,상대고객명,상대계좌번호,받는분표시,내계좌표시
2025/01/02,1,,배당금외화입금,INVESCO QQQ TRUST UNIT SER 1,,1470,0,0,0,0,0,0.75,5.01,4.26,1780.82,0,0,0,USD,,,,,
2025/01/10,1,,예탁금이용료입금,,,,19,19,380,0,0,0,0,0,0,0,0,0,,,,,,
2025/01/10,2,,외화예탁금이용료입금,미국달러,,,0,0,0,0,0,0,0.03,0.03,1780.85,0,0,0,USD,,,,,
2025/01/16,1,,해외주식매수입고,뉴스케일 파워,15,19.26,0,0,0,0,0,0,288.90,0,0,15,0,0,USD,,,,,
2025/01/16,2,,해외주식매수입고,뉴스케일 파워,20,19.11,0,0,0,0,0.46,0,382.20,0,0,35,0,0,USD,,,,,
2025/01/16,3,,해외주식매수출금,미국달러,,,0,0,0,0,0.46,0,671.10,671.56,1109.29,0,0,0,USD,,,,,
2025/02/06,1,,해외주식매도출고,팔란티어 테크,2,103.80,0,0,0,0,0,0,207.60,0,0,48,0,0,USD,,,,,
2025/02/06,2,,해외주식매도출고,팔란티어 테크,2,104,0,0,0,0,0,0,208,0,0,46,0,0,USD,,,,,
2025/02/06,3,,해외주식매도출고,팔란티어 테크,2,104.21,0,0,0,0,0.43,0.02,208.42,0,0,44,0,0,USD,,,,,
2025/02/06,4,,해외주식매도입금,미국달러,,,0,0,0,0,0.43,0.02,624.02,623.57,1732.86,0,0,0,USD,,,,,
2025/02/24,1,,해외주식매수입고,인텔,20,25.34,0,0,0,0,0,0,506.80,0,0,20,0,0,USD,,,,,
2025/02/24,2,,해외주식매수입고,인텔,20,25.23,0,0,0,0,0,0,504.60,0,0,40,0,0,USD,,,,,
2025/02/24,3,,해외주식매수입고,인텔,20,25.12,0,0,0,0,1.05,0,502.40,0,0,60,0,0,USD,,,,,
2025/02/24,4,,해외주식매수출금,미국달러,,,0,0,0,0,1.05,0,1513.80,1514.85,218.01,0,0,0,USD,,,,,
2025/04/11,1,,예탁금이용료입금,,,,1,1,381,0,0,0,0,0,0,0,0,0,,,,,,
2025/04/11,2,,외화예탁금이용료입금,미국달러,,,0,0,0,0,0,0,0.02,0.02,218.03,0,0,0,USD,,,,,
2025/04/18,1,,배당금입금,삼성전자보통주,,,363,363,744,0,0,0,0,0,0,0,0,0,,,,,,
2025/05/02,1,,배당금외화입금,INVESCO QQQ TRUST,,1426.90,0,0,0,0,0,0.64,4.29,3.65,221.68,0,0,0,USD,,,,,
2025/05/20,1,,배당금입금,삼성전자보통주,,,365,365,1109,0,0,0,0,0,0,0,0,0,,,,,,
2025/05/29,1,,해외주식매도출고,인텔,10,20.44,0,0,0,0,0,0,204.40,0,0,50,0,0,USD,,,,,
2025/05/29,2,,해외주식매도출고,인텔,10,20.54,0,0,0,0,0,0,205.40,0,0,40,0,0,USD,,,,,
2025/05/29,3,,해외주식매도출고,인텔,10,20.64,0,0,0,0,0.43,0,206.40,0,0,30,0,0,USD,,,,,
2025/05/29,4,,해외주식매도입금,미국달러,,,0,0,0,0,0.43,0,616.20,615.77,837.45,0,0,0,USD,,,,,
2025/07/11,1,,예탁금이용료입금,,,,4,4,1113,0,0,0,0,0,0,0,0,0,,,,,,
2025/07/11,2,,외화예탁금이용료입금,미국달러,,,0,0,0,0,0,0,0.01,0.01,837.46,0,0,0,USD,,,,,
2025/07/22,1,,주식매도출고,삼성전자보통주,1,67400,67400,0,0,0,2,101,0,0,0,0,0,0,,,,,,
2025/07/22,2,,주식매도입금,,,,67400,67297,68410,0,2,101,0,0,0,0,0,0,,,,,,
2025/07/30,1,,해외주식매도출고,팔란티어 테크,2,160.87,0,0,0,0,0.22,0,321.74,0,0,42,0,0,USD,,,,,
2025/07/30,2,,해외주식매도입금,미국달러,,,0,0,0,0,0.22,0,321.74,321.52,1158.98,0,0,0,USD,,,,,
2025/07/31,1,,배당금외화입금,INVESCO QQQ TRUST,,1382.90,0,0,0,0,0,0.53,3.54,3.01,1161.99,0,0,0,USD,,,,,
2025/08/01,1,,해외주식매도출고,팔란티어 테크,2,158.01,0,0,0,0,0,0,316.02,0,0,40,0,0,USD,,,,,
2025/08/01,2,,해외주식매도출고,팔란티어 테크,2,158.21,0,0,0,0,0,0,316.42,0,0,38,0,0,USD,,,,,
2025/08/01,3,,해외주식매도출고,팔란티어 테크,2,158.41,0,0,0,0,0,0,316.82,0,0,36,0,0,USD,,,,,
2025/08/01,4,,해외주식매도출고,팔란티어 테크,2,158.61,0,0,0,0,0,0,317.22,0,0,34,0,0,USD,,,,,
2025/08/01,5,,해외주식매도출고,팔란티어 테크,2,158.81,0,0,0,0,1.1,0,317.62,0,0,32,0,0,USD,,,,,
