거래일자,거래번호,원번호,거래종류,종목명,수량,단가,거래금액,입출금액,예수금,유가잔고,수수료,제세금합,외화거래금액,외화입출금액,외화예수금,외화유가증권,미수발생금액,미수변제금액,통화코드,상대기관,상대고객명,상대계좌번호,받는분표시,내계좌표시
2023/01/09,1,,주식매수입고,에이치디현대보통주,10,54800,548000,0,0,20,10,0,0,0,0,0,0,0,,,,,,
2023/01/09,2,,주식매수출금,,,,548000,548010,1094909,0,10,0,0,0,0,0,0,0,,,,,,
2023/01/13,1,,예탁금이용료입금,,,,3148,3148,1098057,0,0,0,0,0,0,0,0,0,,,,,,
2023/01/30,1,,주식매수입고,현대자동차2우선주(신형),5,80500,402500,0,0,35,10,0,0,0,0,0,0,0,,,,,,
2023/01/30,2,,주식매수출금,,,,402500,402510,695547,0,10,0,0,0,0,0,0,0,,,,,,
2023/01/31,1,,주식매도출고,현대자동차2우선주(신형),5,86500,432500,0,0,30,10,864,0,0,0,0,0,0,,,,,,
2023/01/31,2,,주식매도입금,,,,432500,431626,1127173,0,10,864,0,0,0,0,0,0,,,,,,
2023/02/07,1,,주식매도출고,에이치디현대보통주,10,60000,600000,0,0,10,20,1200,0,0,0,0,0,0,,,,,,
2023/02/07,2,,주식매도입금,,,,600000,598780,1725953,0,20,1200,0,0,0,0,0,0,,,,,,
2023/02/21,1,,주식매도출고,현대자동차2우선주(신형),5,94600,473000,0,0,25,10,945,0,0,0,0,0,0,,,,,,
2023/02/21,2,,주식매도입금,,,,473000,472045,2197998,0,10,945,0,0,0,0,0,0,,,,,,
2023/03/02,1,,주식매도출고,현대자동차2우선주(신형),5,92000,460000,0,0,20,10,920,0,0,0,0,0,0,,,,,,
2023/03/02,2,,주식매도입금,,,,460000,459070,2657068,0,10,920,0,0,0,0,0,0,,,,,,
2023/03/27,1,,주식매수입고,오픈엣지테크놀로지,5,23600,118000,0,0,5,0,0,0,0,0,0,0,0,,,,,,
2023/03/27,2,,주식매수출금,,,,118000,118000,2539068,0,0,0,0,0,0,0,0,0,,,,,,
2023/03/28,1,,주식매수입고,오픈엣지테크놀로지,5,24000,120000,0,0,10,0,0,0,0,0,0,0,0,,,,,,
2023/03/28,2,,주식매수입고,오픈엣지테크놀로지,5,24850,124250,0,0,15,0,0,0,0,0,0,0,0,,,,,,
2023/03/28,3,,주식매수입고,두산에너빌리티보통주,16,16300,260800,0,0,16,10,0,0,0,0,0,0,0,,,,,,
2023/03/28,4,,주식매수입고,두산에너빌리티보통주,9,16400,147600,0,0,25,0,0,0,0,0,0,0,0,,,,,,
2023/03/28,5,,주식매수출금,,,,652650,652660,1886408,0,10,0,0,0,0,0,0,0,,,,,,
2023/03/31,1,,주식매수입고,오픈엣지테크놀로지,5,21750,108750,0,0,20,0,0,0,0,0,0,0,0,,,,,,
2023/03/31,2,,주식매수입고,오픈엣지테크놀로지,5,21850,109250,0,0,25,0,0,0,0,0,0,0,0,,,,,,
2023/03/31,3,,주식매수출금,,,,218000,218000,1668408,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/05,1,,주식매수입고,오픈엣지테크놀로지,5,19950,99750,0,0,30,0,0,0,0,0,0,0,0,,,,,,
2023/04/05,2,,주식매수출금,,,,99750,99750,1568658,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/06,1,,주식매수입고,오픈엣지테크놀로지,5,20900,104500,0,0,35,0,0,0,0,0,0,0,0,,,,,,
2023/04/06,2,,주식매수출금,,,,104500,104500,1464158,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/07,1,,주식매수입고,오픈엣지테크놀로지,5,21000,105000,0,0,40,0,0,0,0,0,0,0,0,,,,,,
2023/04/07,2,,주식매수출금,,,,105000,105000,1359158,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/07,3,,예탁금이용료입금,,,,3230,3230,1362388,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/10,1,,주식매수입고,오픈엣지테크놀로지,5,20600,103000,0,0,45,0,0,0,0,0,0,0,0,,,,,,
2023/04/10,2,,주식매수출금,,,,103000,103000,1259388,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/10,3,,배당금입금,에이치디현대보통주,,,37000,37000,1296388,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/13,1,,주식매수입고,에스비비테크,5,60700,303500,0,0,5,10,0,0,0,0,0,0,0,,,,,,
2023/04/13,2,,주식매수입고,에스비비테크,5,63500,317500,0,0,10,10,0,0,0,0,0,0,0,,,,,,
2023/04/13,3,,주식매도출고,에스비비테크,5,62600,313000,0,0,5,10,626,0,0,0,0,0,0,,,,,,
2023/04/13,4,,주식매수입고,오픈엣지테크놀로지,10,18800,188000,0,0,55,0,0,0,0,0,0,0,0,,,,,,
2023/04/13,5,,주식매도출고,두산에너빌리티보통주,5,16700,83500,0,0,20,0,166,0,0,0,0,0,0,,,,,,
2023/04/13,6,,주식매수출금,,,,809000,809020,487368,0,20,0,0,0,0,0,0,0,,,,,,
2023/04/13,7,,주식매도입금,,,,396500,395698,883066,0,10,792,0,0,0,0,0,0,,,,,,
2023/04/14,1,,주식매수입고,에스비비테크,3,65000,195000,0,0,8,10,0,0,0,0,0,0,0,,,,,,
2023/04/14,2,,주식매수입고,에스비비테크,5,68000,340000,0,0,13,10,0,0,0,0,0,0,0,,,,,,
2023/04/14,3,,주식매수입고,에스비비테크,5,69000,345000,0,0,18,10,0,0,0,0,0,0,0,,,,,,
2023/04/14,4,,주식매수출금,,,,880000,880030,3036,0,30,0,0,0,0,0,0,0,,,,,,
2023/04/18,1,,주식매도출고,에스비비테크,3,60800,182400,0,0,15,0,364,0,0,0,0,0,0,,,,,,
2023/04/18,2,,주식매도출고,오픈엣지테크놀로지,10,18460,184600,0,0,45,0,369,0,0,0,0,0,0,,,,,,
2023/04/18,3,,주식매수입고,엔젯,7,26300,184100,0,0,7,0,0,0,0,0,0,0,0,,,,,,
2023/04/18,4,,주식매수출금,,,,184100,184100,0,0,0,0,0,0,0,0,181064,0,,,,,,
2023/04/18,5,,주식매도입금,,,,367000,366267,185203,0,0,733,0,0,0,0,0,181064,,,,,,
2023/04/20,1,,주식매도출고,오픈엣지테크놀로지,10,17260,172600,0,0,35,0,345,0,0,0,0,0,0,,,,,,
2023/04/20,2,,주식매수입고,엔젯,4,25750,103000,0,0,11,0,0,0,0,0,0,0,0,,,,,,
2023/04/20,3,,주식매수입고,엔젯,5,26000,130000,0,0,16,0,0,0,0,0,0,0,0,,,,,,
2023/04/20,4,,주식매수출금,,,,233000,233000,0,0,0,0,0,0,0,0,47797,0,,,,,,
2023/04/20,5,,주식매도입금,,,,172600,172255,124458,0,0,345,0,0,0,0,0,47797,,,,,,
2023/04/21,1,,배당금입금,현대자동차2우선주(신형),,,183000,183000,307458,0,0,0,0,0,0,0,0,0,,,,,,
2023/04/27,1,,주식매도출고,현대자동차2우선주(신형),5,103000,515000,0,0,15,10,1029,0,0,0,0,0,0,,,,,,
2023/04/27,2,,주식매도입금,,,,515000,513961,821419,0,10,1029,0,0,0,0,0,0,,,,,,
2023/04/28,1,,주식매수입고,오픈엣지테크놀로지,5,19350,96750,0,0,40,0,0,0,0,0,0,0,0,,,,,,
2023/04/28,2,,주식매수출금,,,,96750,96750,724669,0,0,0,0,0,0,0,0,0,,,,,,
2023/05/02,1,,주식매수입고,에이치디현대보통주,5,58000,290000,0,0,15,10,0,0,0,0,0,0,0,,,,,,
2023/05/02,2,,주식매수출금,,,,290000,290010,434659,0,10,0,0,0,0,0,0,0,,,,,,
2023/05/09,1,,주식매수입고,에이치디현대보통주,5,57800,289000,0,0,20,10,0,0,0,0,0,0,0,,,,,,
2023/05/09,2,,주식매도출고,에이치디현대보통주,5,58000,290000,0,0,15,10,580,0,0,0,0,0,0,,,,,,
2023/05/09,3,,주식매수출금,,,,289000,289010,145649,0,10,0,0,0,0,0,0,0,,,,,,
2023/05/09,4,,주식매도입금,,,,290000,289410,435059,0,10,580,0,0,0,0,0,0,,,,,,
